Stock_Date,Branch_ID,Lot_ID,Product_Qty
1/31/2025,WH-BDG01,LOT-0064,1248
1/31/2025,WH-BDG01,LOT-0507,67
1/31/2025,WH-BDG01,LOT-0409,2197
1/31/2025,WH-BDG01,LOT-0042,528
1/31/2025,WH-BDG01,LOT-0313,1133
1/31/2025,WH-BDG01,LOT-0489,196
1/31/2025,WH-BDG01,LOT-0259,233
1/31/2025,WH-BDG01,LOT-0970,2276
1/31/2025,WH-BDG01,LOT-0235,1206
1/31/2025,WH-BDG01,LOT-0447,527
1/31/2025,WH-BDG01,LOT-0953,2020
1/31/2025,WH-BDG01,LOT-0525,430
1/31/2025,WH-BDG01,LOT-0756,60
1/31/2025,WH-BDG01,LOT-0344,2361
1/31/2025,WH-BDG01,LOT-0336,1174
1/31/2025,WH-BDG01,LOT-0638,1932
1/31/2025,WH-BDG01,LOT-0222,1970
1/31/2025,WH-BDG01,LOT-1186,1814
1/31/2025,WH-BDG01,LOT-0053,1405
1/31/2025,WH-BDG01,LOT-0639,765
1/31/2025,WH-BDG01,LOT-1180,220
1/31/2025,WH-BDG01,LOT-0769,1044
1/31/2025,WH-BDG01,LOT-0813,1966
1/31/2025,WH-BDG01,LOT-0407,477
1/31/2025,WH-BDG01,LOT-0156,277
1/31/2025,WH-BDG01,LOT-0498,1651
1/31/2025,WH-BDG01,LOT-0209,2024
1/31/2025,WH-BDG01,LOT-0618,313
1/31/2025,WH-BDG01,LOT-0248,2373
1/31/2025,WH-BDG01,LOT-1160,229
1/31/2025,WH-BDG01,LOT-0085,631
1/31/2025,WH-BDG01,LOT-0712,621
1/31/2025,WH-BDG01,LOT-1092,2315
1/31/2025,WH-BDG01,LOT-0759,1254
1/31/2025,WH-BDG01,LOT-0142,358
1/31/2025,WH-BDG01,LOT-1037,1026
1/31/2025,WH-BDG01,LOT-0699,495
1/31/2025,WH-BDG01,LOT-0026,2295
1/31/2025,WH-BDG01,LOT-0861,1714
1/31/2025,WH-BDG01,LOT-1004,2493
1/31/2025,WH-BDG01,LOT-0217,2451
1/31/2025,WH-BDG01,LOT-0888,934
1/31/2025,WH-BDG01,LOT-0742,2150
1/31/2025,WH-BDG01,LOT-0942,1568
1/31/2025,WH-BDG01,LOT-0314,1855
1/31/2025,WH-BDG01,LOT-0892,1823
1/31/2025,WH-BDG01,LOT-0361,1227
1/31/2025,WH-BDG01,LOT-1069,2420
1/31/2025,WH-BDG01,LOT-0554,1766
1/31/2025,WH-BDG01,LOT-1103,1260
1/31/2025,WH-BDG01,LOT-0991,2339
1/31/2025,WH-BDG01,LOT-0893,256
1/31/2025,WH-BDG01,LOT-0550,416
1/31/2025,WH-BDG01,LOT-0661,861
1/31/2025,WH-BDG01,LOT-0503,874
1/31/2025,WH-BDG01,LOT-0178,1093
1/31/2025,WH-BDG01,LOT-0572,342
1/31/2025,WH-BDG01,LOT-0924,653
1/31/2025,WH-BDG01,LOT-0500,992
1/31/2025,WH-BDG01,LOT-0952,721
1/31/2025,WH-BDG01,LOT-1168,2270
1/31/2025,WH-BDG01,LOT-0689,317
1/31/2025,WH-BDG01,LOT-0059,651
1/31/2025,WH-BDG01,LOT-1013,20
1/31/2025,WH-BDG01,LOT-0666,1683
1/31/2025,WH-BDG01,LOT-0999,1855
1/31/2025,WH-BDG01,LOT-0435,2442
1/31/2025,WH-BDG01,LOT-0727,1934
1/31/2025,WH-BDG01,LOT-0530,1202
1/31/2025,WH-BDG01,LOT-0698,143
1/31/2025,WH-BDG01,LOT-0573,958
1/31/2025,WH-BDG01,LOT-0566,1190
1/31/2025,WH-BDG01,LOT-1139,1168
1/31/2025,WH-BDG01,LOT-0021,1869
1/31/2025,WH-BDG01,LOT-1059,301
1/31/2025,WH-BDG01,LOT-0392,966
1/31/2025,WH-BDG01,LOT-0176,1093
1/31/2025,WH-BDG01,LOT-0495,2425
1/31/2025,WH-BDG01,LOT-0833,820
1/31/2025,WH-BDG01,LOT-1001,1751
1/31/2025,WH-BDG01,LOT-1138,480
1/31/2025,WH-BDG01,LOT-0493,2240
1/31/2025,WH-BDG01,LOT-0976,930
1/31/2025,WH-BDG01,LOT-1006,620
1/31/2025,WH-BDG01,LOT-0918,1098
1/31/2025,WH-BDG01,LOT-0036,592
1/31/2025,WH-BDG01,LOT-0191,302
1/31/2025,WH-BDG01,LOT-0603,254
1/31/2025,WH-BDG01,LOT-0454,689
1/31/2025,WH-BDG01,LOT-0829,1269
1/31/2025,WH-BDG01,LOT-0499,2447
1/31/2025,WH-BDG01,LOT-0628,2341
1/31/2025,WH-BDG01,LOT-1192,1192
1/31/2025,WH-BDG01,LOT-1134,1808
1/31/2025,WH-BDG01,LOT-1088,519
1/31/2025,WH-BDG01,LOT-0705,1929
1/31/2025,WH-BDG01,LOT-0872,1255
1/31/2025,WH-BDG01,LOT-1128,1658
1/31/2025,WH-SMG01,LOT-1025,988
1/31/2025,WH-SMG01,LOT-1106,2352
1/31/2025,WH-SMG01,LOT-1012,1578
1/31/2025,WH-SMG01,LOT-0897,966
1/31/2025,WH-SMG01,LOT-0165,1692
1/31/2025,WH-SMG01,LOT-0082,188
1/31/2025,WH-SMG01,LOT-0885,1313
1/31/2025,WH-SMG01,LOT-0661,1947
1/31/2025,WH-SMG01,LOT-0513,1571
1/31/2025,WH-SMG01,LOT-0053,1591
1/31/2025,WH-SMG01,LOT-0188,633
1/31/2025,WH-SMG01,LOT-0469,2038
1/31/2025,WH-SMG01,LOT-1179,161
1/31/2025,WH-SMG01,LOT-0043,527
1/31/2025,WH-SMG01,LOT-0552,2067
1/31/2025,WH-SMG01,LOT-1181,2427
1/31/2025,WH-SMG01,LOT-0083,1369
1/31/2025,WH-SMG01,LOT-0359,421
1/31/2025,WH-SMG01,LOT-0964,1813
1/31/2025,WH-SMG01,LOT-1063,418
1/31/2025,WH-SMG01,LOT-0906,2164
1/31/2025,WH-SMG01,LOT-0570,1881
1/31/2025,WH-SMG01,LOT-0372,72
1/31/2025,WH-SMG01,LOT-1199,600
1/31/2025,WH-SMG01,LOT-0893,1689
1/31/2025,WH-SMG01,LOT-1008,642
1/31/2025,WH-SMG01,LOT-0187,316
1/31/2025,WH-SMG01,LOT-0963,1933
1/31/2025,WH-SMG01,LOT-0713,1095
1/31/2025,WH-SMG01,LOT-0837,1396
1/31/2025,WH-SMG01,LOT-0683,1638
1/31/2025,WH-SMG01,LOT-0658,338
1/31/2025,WH-SMG01,LOT-0215,1355
1/31/2025,WH-SMG01,LOT-0330,2195
1/31/2025,WH-SMG01,LOT-0676,1566
1/31/2025,WH-SMG01,LOT-0844,1307
1/31/2025,WH-SMG01,LOT-1015,2008
1/31/2025,WH-SMG01,LOT-0591,2226
1/31/2025,WH-SMG01,LOT-0821,157
1/31/2025,WH-SMG01,LOT-1127,290
1/31/2025,WH-SMG01,LOT-0076,971
1/31/2025,WH-SMG01,LOT-0932,1187
1/31/2025,WH-SMG01,LOT-0181,941
1/31/2025,WH-SMG01,LOT-0645,380
1/31/2025,WH-SMG01,LOT-0517,1787
1/31/2025,WH-SMG01,LOT-0663,413
1/31/2025,WH-SMG01,LOT-0238,421
1/31/2025,WH-SMG01,LOT-0828,1827
1/31/2025,WH-SMG01,LOT-1054,691
1/31/2025,WH-SMG01,LOT-0003,1236
1/31/2025,WH-SMG01,LOT-1112,128
1/31/2025,WH-SMG01,LOT-0947,198
1/31/2025,WH-SMG01,LOT-0847,1338
1/31/2025,WH-SMG01,LOT-0112,239
1/31/2025,WH-SMG01,LOT-0385,1211
1/31/2025,WH-SMG01,LOT-1062,1478
1/31/2025,WH-SMG01,LOT-0741,1545
1/31/2025,WH-SMG01,LOT-1021,1774
1/31/2025,WH-SMG01,LOT-0106,606
1/31/2025,WH-SMG01,LOT-0417,1010
1/31/2025,WH-SMG01,LOT-0547,2185
1/31/2025,WH-SMG01,LOT-1125,1697
1/31/2025,WH-SMG01,LOT-0269,2328
1/31/2025,WH-SMG01,LOT-0590,747
1/31/2025,WH-SMG01,LOT-0898,706
1/31/2025,WH-SMG01,LOT-0993,727
1/31/2025,WH-SMG01,LOT-0249,333
1/31/2025,WH-SMG01,LOT-0060,1576
1/31/2025,WH-SMG01,LOT-0491,996
1/31/2025,WH-SMG01,LOT-0325,2048
1/31/2025,WH-SMG01,LOT-0637,2398
1/31/2025,WH-SMG01,LOT-1129,596
1/31/2025,WH-SMG01,LOT-0029,961
1/31/2025,WH-SMG01,LOT-1132,1898
1/31/2025,WH-SMG01,LOT-0836,1050
1/31/2025,WH-SMG01,LOT-0191,1892
1/31/2025,WH-SMG01,LOT-0461,1055
1/31/2025,WH-SMG01,LOT-0233,48
1/31/2025,WH-SMG01,LOT-0946,1915
1/31/2025,WH-SMG01,LOT-0241,1188
1/31/2025,WH-SMG01,LOT-0316,2248
1/31/2025,WH-SMG01,LOT-0598,657
1/31/2025,WH-SMG01,LOT-1043,312
1/31/2025,WH-SMG01,LOT-0560,1819
1/31/2025,WH-SMG01,LOT-0851,1425
1/31/2025,WH-SMG01,LOT-0989,2416
1/31/2025,WH-SMG01,LOT-0968,1235
1/31/2025,WH-SMG01,LOT-0500,1747
1/31/2025,WH-SMG01,LOT-0936,1034
1/31/2025,WH-SMG01,LOT-0297,1881
1/31/2025,WH-SMG01,LOT-0786,1247
1/31/2025,WH-SMG01,LOT-0391,825
1/31/2025,WH-SMG01,LOT-1041,1585
1/31/2025,WH-SMG01,LOT-0280,1989
1/31/2025,WH-SMG01,LOT-0143,446
1/31/2025,WH-SMG01,LOT-0566,981
1/31/2025,WH-SMG01,LOT-0850,1572
1/31/2025,WH-SMG01,LOT-0697,2352
1/31/2025,WH-SMG01,LOT-1040,1480
1/31/2025,WH-SMG01,LOT-0548,2364
1/31/2025,WH-SMG01,LOT-0006,1221
1/31/2025,WH-SMG01,LOT-0580,1219
1/31/2025,WH-SMG01,LOT-0612,99
1/31/2025,WH-SMG01,LOT-1188,1631
1/31/2025,WH-SMG01,LOT-1003,1134
1/31/2025,WH-SMG01,LOT-0305,43
1/31/2025,WH-SMG01,LOT-0915,2328
1/31/2025,WH-SMG01,LOT-1104,210
1/31/2025,WH-SMG01,LOT-0992,2493
1/31/2025,WH-SMG01,LOT-0707,2044
1/31/2025,WH-SMG01,LOT-0681,1182
1/31/2025,WH-SMG01,LOT-1131,952
1/31/2025,WH-SMG01,LOT-1113,2496
1/31/2025,WH-SMG01,LOT-0773,1453
1/31/2025,WH-SMG01,LOT-0933,907
1/31/2025,WH-SMG01,LOT-0660,788
1/31/2025,WH-SMG01,LOT-0387,1036
1/31/2025,WH-BKS01,LOT-0281,1756
1/31/2025,WH-BKS01,LOT-0199,452
1/31/2025,WH-BKS01,LOT-0081,2018
1/31/2025,WH-BKS01,LOT-0633,1826
1/31/2025,WH-BKS01,LOT-0903,311
1/31/2025,WH-BKS01,LOT-0069,340
1/31/2025,WH-BKS01,LOT-1187,1329
1/31/2025,WH-BKS01,LOT-0748,617
1/31/2025,WH-BKS01,LOT-0270,279
1/31/2025,WH-BKS01,LOT-0185,526
1/31/2025,WH-BKS01,LOT-0605,1136
1/31/2025,WH-BKS01,LOT-0670,2407
1/31/2025,WH-BKS01,LOT-0851,2256
1/31/2025,WH-BKS01,LOT-0360,1341
1/31/2025,WH-BKS01,LOT-0412,1570
1/31/2025,WH-BKS01,LOT-0271,2456
1/31/2025,WH-BKS01,LOT-1105,2183
1/31/2025,WH-BKS01,LOT-0750,1217
1/31/2025,WH-BKS01,LOT-1088,1868
1/31/2025,WH-BKS01,LOT-1028,2080
1/31/2025,WH-BKS01,LOT-0559,2489
1/31/2025,WH-BKS01,LOT-0337,1772
1/31/2025,WH-BKS01,LOT-0527,416
1/31/2025,WH-BKS01,LOT-0987,478
1/31/2025,WH-BKS01,LOT-0694,2268
1/31/2025,WH-BKS01,LOT-0236,890
1/31/2025,WH-BKS01,LOT-0960,1771
1/31/2025,WH-BKS01,LOT-0155,1859
1/31/2025,WH-BKS01,LOT-0289,945
1/31/2025,WH-BKS01,LOT-0463,1704
1/31/2025,WH-BKS01,LOT-0814,1398
1/31/2025,WH-BKS01,LOT-1142,1867
1/31/2025,WH-BKS01,LOT-0809,1643
1/31/2025,WH-BKS01,LOT-0029,1713
1/31/2025,WH-BKS01,LOT-0542,399
1/31/2025,WH-BKS01,LOT-1099,1290
1/31/2025,WH-BKS01,LOT-0254,1758
1/31/2025,WH-BKS01,LOT-0932,1290
1/31/2025,WH-BKS01,LOT-0755,1054
1/31/2025,WH-BKS01,LOT-0537,1543
1/31/2025,WH-BKS01,LOT-1198,635
1/31/2025,WH-BKS01,LOT-0781,1952
