Sales_Date,Branch_ID,Lot_ID,Sales_Qty,Sales_Value
2025-01,WH-JKT01,LOT-0726,24,7380000
2025-01,WH-JKT01,LOT-0868,118,56286000
2025-01,WH-JKT01,LOT-0842,240,76608000
2025-01,WH-JKT01,LOT-0957,121,31823000
2025-01,WH-JKT01,LOT-0111,342,16723800
2025-01,WH-JKT01,LOT-0202,173,71137600
2025-01,WH-JKT01,LOT-0125,40,5008000
2025-01,WH-JKT01,LOT-0825,147,12450900
2025-01,WH-JKT01,LOT-0695,265,47302500
2025-01,WH-JKT01,LOT-0224,279,123736500
2025-01,WH-JKT01,LOT-0510,19,1178000
2025-01,WH-JKT01,LOT-0393,138,8431800
2025-01,WH-JKT01,LOT-1099,140,10808000
2025-01,WH-JKT01,LOT-0919,310,48515000
2025-01,WH-JKT01,LOT-0288,378,117671400
2025-01,WH-JKT01,LOT-0865,228,118696800
2025-01,WH-JKT01,LOT-0376,266,87567200
2025-01,WH-JKT01,LOT-0948,300,153450000
2025-01,WH-JKT01,LOT-0512,27,6909300
2025-01,WH-JKT01,LOT-0155,5,2585500
2025-01,WH-SBY01,LOT-0404,36,15883200
2025-01,WH-SBY01,LOT-0746,220,50820000
2025-01,WH-SBY01,LOT-0884,399,190562400
2025-01,WH-SBY01,LOT-0144,361,81080600
2025-01,WH-SBY01,LOT-0677,396,218235600
2025-01,WH-SBY01,LOT-0643,249,63171300
2025-01,WH-SBY01,LOT-0256,185,31635000
2025-01,WH-SBY01,LOT-0616,204,84129600
2025-01,WH-SBY01,LOT-1039,219,24747000
2025-01,WH-SBY01,LOT-0634,381,87363300
2025-01,WH-SBY01,LOT-0837,313,77655300
2025-01,WH-SBY01,LOT-0669,254,45415200
2025-01,WH-SBY01,LOT-0825,228,19858800
2025-01,WH-SBY01,LOT-0606,204,35740800
2025-01,WH-SBY01,LOT-1136,352,201132800
2025-01,WH-SBY01,LOT-0261,375,151312500
2025-01,WH-SBY01,LOT-0393,244,17397200
2025-01,WH-SBY01,LOT-0862,323,165666700
2025-01,WH-SBY01,LOT-0777,206,51664800
2025-01,WH-SBY01,LOT-0357,344,36498400
2025-01,WH-SBY01,LOT-1166,334,11255800
2025-01,WH-SBY01,LOT-0617,241,86302100
2025-01,WH-SBY01,LOT-0832,138,30787800
2025-01,WH-SBY01,LOT-1123,113,53584600
2025-01,WH-SBY01,LOT-0001,177,24656100
2025-01,WH-SBY01,LOT-0623,199,69928600
2025-01,WH-SBY01,LOT-0588,220,96866000
2025-01,WH-SBY01,LOT-0431,46,17894000
2025-01,WH-SBY01,LOT-0881,388,183601600
2025-01,WH-SBY01,LOT-1188,184,94502400
2025-01,WH-SBY01,LOT-0660,40,3944000
2025-01,WH-SBY01,LOT-0953,338,85277400
2025-01,WH-SBY01,LOT-0905,20,6156000
2025-01,WH-SBY01,LOT-0906,107,32239100
2025-01,WH-SBY01,LOT-0438,323,117184400
2025-01,WH-SBY01,LOT-1047,69,4761000
2025-01,WH-SBY01,LOT-0970,63,28085400
2025-01,WH-SBY01,LOT-0348,116,45286400
2025-01,WH-SBY01,LOT-0174,136,81736000
2025-01,WH-SBY01,LOT-0582,90,42741000
2025-01,WH-SBY01,LOT-1056,387,52670700
2025-01,WH-SBY01,LOT-0687,88,25238400
2025-01,WH-SBY01,LOT-0192,60,33780000
2025-01,WH-SBY01,LOT-0482,164,34981200
2025-01,WH-SBY01,LOT-0636,197,43753700
2025-01,WH-SBY01,LOT-0461,371,107256100
2025-01,WH-SBY01,LOT-0408,308,150642800
2025-01,WH-SBY01,LOT-0302,326,71752600
2025-01,WH-SBY01,LOT-0051,361,60575800
2025-01,WH-SBY01,LOT-0095,355,157371500
2025-01,WH-SBY01,LOT-0502,66,4732200
2025-01,WH-SBY01,LOT-0974,294,128125200
2025-01,WH-SBY01,LOT-0150,182,45791200
2025-01,WH-SBY01,LOT-0933,343,189850500
2025-01,WH-SBY01,LOT-0849,264,89733600
2025-01,WH-SBY01,LOT-1179,11,1592800
2025-01,WH-SBY01,LOT-0399,255,15325500
2025-01,WH-SBY01,LOT-0787,190,10583000
2025-01,WH-SBY01,LOT-1013,240,129912000
2025-01,WH-SBY01,LOT-0819,227,60086900
2025-01,WH-SBY01,LOT-0500,272,27227200
2025-01,WH-SBY01,LOT-0303,143,34091200
2025-01,WH-SBY01,LOT-0012,280,14056000
2025-01,WH-SBY01,LOT-0219,243,56934900
2025-01,WH-SBY01,LOT-0871,379,157853500
2025-01,WH-SBY01,LOT-0449,170,18207000
2025-01,WH-SBY01,LOT-0361,49,17399900
2025-01,WH-SBY01,LOT-1061,235,38234500
2025-01,WH-SBY01,LOT-0952,242,68582800
2025-01,WH-SBY01,LOT-0103,347,18321600
2025-01,WH-SBY01,LOT-1142,19,5084400
2025-01,WH-SBY01,LOT-0511,171,39107700
2025-01,WH-SBY01,LOT-0249,113,3220500
2025-01,WH-SBY01,LOT-0935,137,75336300
2025-01,WH-SBY01,LOT-0274,310,114514000
2025-01,WH-SBY01,LOT-1088,146,64123200
2025-01,WH-SBY01,LOT-1145,269,78870800
2025-01,WH-SBY01,LOT-0650,48,12849600
2025-01,WH-SBY01,LOT-0907,213,59746500
2025-01,WH-SBY01,LOT-1034,393,41658000
2025-01,WH-SBY01,LOT-0874,248,104408000
2025-01,WH-SBY01,LOT-0914,256,40166400
2025-01,WH-SBY01,LOT-0326,13,1457300
2025-01,WH-SBY01,LOT-0973,118,47565800
2025-01,WH-SBY01,LOT-0922,129,32559600
2025-01,WH-SBY01,LOT-0531,302,29565800
2025-01,WH-SBY01,LOT-0507,288,19555200
2025-01,WH-SBY01,LOT-0568,222,96436800
2025-01,WH-SBY01,LOT-1068,286,47418800
2025-01,WH-SBY01,LOT-0993,364,85248800
2025-01,WH-SBY01,LOT-0490,161,32039000
2025-01,WH-SBY01,LOT-0563,66,27165600
2025-01,WH-SBY01,LOT-0901,166,42944200
2025-01,WH-SBY01,LOT-0159,279,157300200
2025-01,WH-SBY01,LOT-0586,358,155300400
2025-01,WH-SBY01,LOT-0481,115,25357500
2025-01,WH-SBY01,LOT-0557,146,18585800
2025-01,WH-SBY01,LOT-0688,394,103464400
2025-01,WH-SBY01,LOT-0655,149,15272500
2025-01,WH-SBY01,LOT-1107,104,39624000
2025-01,WH-SBY01,LOT-0166,189,8712900
2025-01,WH-SBY01,LOT-0284,12,3676800
2025-01,WH-SBY01,LOT-0309,69,15297300
2025-01,WH-SBY01,LOT-0474,32,12144000
2025-01,WH-SBY01,LOT-0785,362,21430400
2025-01,WH-SBY01,LOT-0313,331,125018700
2025-01,WH-SBY01,LOT-0439,256,91827200
2025-01,WH-SBY01,LOT-0132,11,2632300
2025-01,WH-SBY01,LOT-0850,245,80409000
2025-01,WH-SBY01,LOT-0835,179,38252300
2025-01,WH-SBY01,LOT-0678,31,15940200
2025-01,WH-SBY01,LOT-1112,249,90187800
2025-01,WH-SBY01,LOT-0955,38,10393000
2025-01,WH-SBY01,LOT-0852,42,9811200
2025-01,WH-BDG01,LOT-0311,228,82194000
2025-01,WH-BDG01,LOT-0306,256,65459200
2025-01,WH-BDG01,LOT-1153,245,133157500
2025-01,WH-BDG01,LOT-0623,175,62072500
2025-01,WH-BDG01,LOT-0175,58,35490200
2025-01,WH-BDG01,LOT-0509,173,11452600
2025-01,WH-BDG01,LOT-0243,258,7249800
2025-01,WH-BDG01,LOT-1143,210,59976000
2025-01,WH-BDG01,LOT-0853,286,59345000
2025-01,WH-BDG01,LOT-0463,50,14835000
2025-01,WH-BDG01,LOT-1071,170,27914000
2025-01,WH-BDG01,LOT-0780,400,96440000
2025-01,WH-BDG01,LOT-0923,268,75361600
2025-01,WH-BDG01,LOT-0907,5,1452500
2025-01,WH-BDG01,LOT-0609,282,50760000
2025-01,WH-BDG01,LOT-0879,32,12211200
2025-01,WH-BDG01,LOT-0626,190,71839000
2025-01,WH-BDG01,LOT-1165,260,9126000
2025-01,WH-BDG01,LOT-0124,394,40660800
2025-01,WH-BDG01,LOT-0204,141,61447800
2025-01,WH-BDG01,LOT-0426,152,21660000
2025-01,WH-BDG01,LOT-0433,362,141216200
2025-01,WH-BDG01,LOT-0542,19,5219300
2025-01,WH-BDG01,LOT-0167,316,16590000
2025-01,WH-BDG01,LOT-0322,368,41841600
2025-01,WH-BDG01,LOT-0492,287,23505300
2025-01,WH-BDG01,LOT-0356,213,22940100
2025-01,WH-BDG01,LOT-1131,63,33597900
2025-01,WH-BDG01,LOT-0154,65,34508500
2025-01,WH-BDG01,LOT-0321,83,10167500
2025-01,WH-BDG01,LOT-0006,371,46857300
2025-01,WH-BDG01,LOT-0837,366,79788000
2025-01,WH-BDG01,LOT-0963,252,122043600
2025-01,WH-BDG01,LOT-0597,129,48336300
2025-01,WH-BDG01,LOT-0067,79,9440500
2025-01,WH-BDG01,LOT-0475,311,116904900
2025-01,WH-BDG01,LOT-0591,74,30125400
2025-01,WH-BDG01,LOT-0580,146,45318400
2025-01,WH-BDG01,LOT-0930,217,55183100
2025-01,WH-BDG01,LOT-0146,264,62726400
2025-01,WH-BDG01,LOT-0479,6,2148600
2025-01,WH-BDG01,LOT-0406,157,79080900
2025-01,WH-BDG01,LOT-0871,301,135871400
2025-01,WH-BDG01,LOT-0236,255,80605500
2025-01,WH-BDG01,LOT-1116,233,92617500
2025-01,WH-BDG01,LOT-0461,181,53919900
2025-01,WH-BDG01,LOT-0545,395,99579500
2025-01,WH-BDG01,LOT-0292,238,45386600
2025-01,WH-BDG01,LOT-0147,101,27785100
2025-01,WH-BDG01,LOT-0123,127,14693900
2025-01,WH-BDG01,LOT-0340,124,15066000
2025-01,WH-BDG01,LOT-0630,215,71638000
2025-01,WH-BDG01,LOT-1166,386,13124000
2025-01,WH-BDG01,LOT-0592,200,73800000
2025-01,WH-BDG01,LOT-0900,344,59305600
2025-01,WH-BDG01,LOT-0255,338,66484600
2025-01,WH-BDG01,LOT-0960,258,79102800
2025-01,WH-BDG01,LOT-0825,69,6030600
2025-01,WH-BDG01,LOT-0558,307,36011100
2025-01,WH-BDG01,LOT-1025,56,30419200
2025-01,WH-BDG01,LOT-1106,230,83835000
2025-01,WH-BDG01,LOT-1012,238,110860400
2025-01,WH-BDG01,LOT-0897,78,12433200
2025-01,WH-BDG01,LOT-0165,340,18462000
2025-01,WH-BDG01,LOT-0082,43,4626800
2025-01,WH-BDG01,LOT-0885,140,63462000
2025-01,WH-BDG01,LOT-0661,359,66738100
2025-01,WH-BDG01,LOT-0513,46,12111800
2025-01,WH-BDG01,LOT-0053,350,59745000
2025-01,WH-BDG01,LOT-0188,199,47222700
2025-01,WH-BDG01,LOT-0469,325,104975000
2025-01,WH-BDG01,LOT-1179,393,52897800
2025-01,WH-BDG01,LOT-0043,282,61165800
2025-01,WH-BDG01,LOT-0552,40,4592000
2025-01,WH-BDG01,LOT-1181,355,210728000
2025-01,WH-BDG01,LOT-0083,121,13781900
2025-01,WH-BDG01,LOT-0359,227,29441900
2025-01,WH-BDG01,LOT-0964,394,178166800
2025-01,WH-BDG01,LOT-1063,56,9514400
2025-01,WH-BDG01,LOT-0906,360,96948000
2025-01,WH-BDG01,LOT-0570,19,6758300
2025-01,WH-BDG01,LOT-0372,33,11305800
2025-01,WH-BDG01,LOT-1199,196,54684000
2025-01,WH-SMG01,LOT-1088,350,143430000
2025-01,WH-SMG01,LOT-0844,17,5744300
2025-01,WH-SMG01,LOT-1160,292,158001200
2025-01,WH-SMG01,LOT-0369,317,111140200
2025-01,WH-SMG01,LOT-0349,37,14966500
2025-01,WH-SMG01,LOT-0359,242,30976000
2025-01,WH-SMG01,LOT-0162,159,8109000
2025-01,WH-SMG01,LOT-0784,64,3200000
2025-01,WH-SMG01,LOT-0494,24,2097600
2025-01,WH-SMG01,LOT-1020,257,122537600
2025-01,WH-SMG01,LOT-1195,125,38275000
2025-01,WH-SMG01,LOT-0294,74,12631800
2025-01,WH-SMG01,LOT-0476,194,75407800
2025-01,WH-SMG01,LOT-0945,385,219373000
2025-01,WH-SMG01,LOT-0521,281,84243800
2025-01,WH-SMG01,LOT-0942,385,220720500
2025-01,WH-SMG01,LOT-0523,217,68333300
2025-01,WH-SMG01,LOT-0020,255,12418500
2025-01,WH-SMG01,LOT-0953,148,37266400
2025-01,WH-SMG01,LOT-0590,194,84758600
2025-01,WH-SMG01,LOT-1120,232,100131200
2025-01,WH-SMG01,LOT-0324,190,21318000
2025-01,WH-SMG01,LOT-0152,356,178178000
2025-01,WH-SMG01,LOT-0905,335,91388000
2025-01,WH-SMG01,LOT-0708,208,93766400
2025-01,WH-SMG01,LOT-0613,67,28146700
2025-01,WH-SMG01,LOT-0869,237,110299800
2025-01,WH-SMG01,LOT-0513,113,28521200
2025-01,WH-SMG01,LOT-0936,310,193905000
2025-01,WH-SMG01,LOT-0619,30,12210000
2025-01,WH-SMG01,LOT-0408,129,66899400
2025-01,WH-SMG01,LOT-0788,294,14935200
2025-01,WH-SMG01,LOT-0990,396,150282000
2025-01,WH-SMG01,LOT-0219,305,68106500
2025-01,WH-SMG01,LOT-0486,124,25097600
2025-01,WH-SMG01,LOT-0782,80,4592000
2025-01,WH-SMG01,LOT-1172,310,37448000
2025-01,WH-SMG01,LOT-0736,79,49240700
2025-01,WH-SMG01,LOT-1178,281,35911800
2025-01,WH-SMG01,LOT-0606,94,15651000
2025-01,WH-SMG01,LOT-0605,18,3013200
2025-01,WH-SMG01,LOT-0045,188,47940000
2025-01,WH-SMG01,LOT-0811,126,36464400
2025-01,WH-SMG01,LOT-0563,13,4761900
2025-01,WH-SMG01,LOT-0017,31,1357800
2025-01,WH-SMG01,LOT-0101,220,11968000
2025-01,WH-SMG01,LOT-1018,386,181806000
2025-01,WH-SMG01,LOT-0587,234,115057800
2025-01,WH-SMG01,LOT-0472,267,102154200
2025-01,WH-SMG01,LOT-0722,236,67543200
2025-01,WH-SMG01,LOT-0449,319,28773800
2025-01,WH-SMG01,LOT-0390,342,96273000
2025-01,WH-SMG01,LOT-0514,239,60347500
2025-01,WH-SMG01,LOT-0281,20,5328000
2025-01,WH-SMG01,LOT-0199,250,148575000
2025-01,WH-SMG01,LOT-0081,223,25087500
2025-01,WH-SMG01,LOT-0633,256,60723200
2025-01,WH-SMG01,LOT-0903,232,59392000
2025-01,WH-SMG01,LOT-0069,46,5428000
2025-01,WH-SMG01,LOT-1187,80,39632000
2025-01,WH-SMG01,LOT-0748,145,35191500
2025-01,WH-SMG01,LOT-0270,304,133334400
2025-01,WH-SMG01,LOT-0185,171,36115200
2025-01,WH-SMG01,LOT-0670,310,59272000
2025-01,WH-SMG01,LOT-0851,237,54557400
2025-01,WH-SMG01,LOT-0360,225,24277500
2025-01,WH-SMG01,LOT-0412,364,182364000
2025-01,WH-SMG01,LOT-0271,340,124304000
2025-01,WH-SMG01,LOT-1105,398,160155200
2025-01,WH-SMG01,LOT-0750,115,26806500
2025-01,WH-SMG01,LOT-1028,121,59822400
2025-01,WH-SMG01,LOT-0559,237,28203000
2025-01,WH-SMG01,LOT-0337,378,39085200
2025-01,WH-SMG01,LOT-0527,223,65316700
2025-01,WH-SMG01,LOT-0987,135,49315500
2025-01,WH-SMG01,LOT-0694,83,15736800
2025-01,WH-SMG01,LOT-0236,247,65899600
2025-01,WH-SMG01,LOT-0960,48,12259200
2025-01,WH-SMG01,LOT-0155,54,29235600
2025-01,WH-SMG01,LOT-0289,195,60996000
2025-01,WH-SMG01,LOT-0463,289,80948900
2025-01,WH-SMG01,LOT-0814,292,84008400
2025-01,WH-SMG01,LOT-1142,348,85816800
2025-01,WH-SMG01,LOT-0809,186,82918800
2025-01,WH-SMG01,LOT-0029,389,111254000
2025-01,WH-SMG01,LOT-0542,374,84636200
2025-01,WH-SMG01,LOT-1099,152,13269600
2025-01,WH-SMG01,LOT-0254,185,30284500
2025-01,WH-SMG01,LOT-0932,264,141134400
2025-01,WH-SMG01,LOT-0755,341,115223900
2025-01,WH-SMG01,LOT-0537,60,5850000
2025-01,WH-SMG01,LOT-1198,289,79532800
2025-01,WH-SMG01,LOT-0781,395,20382000
2025-01,WH-SMG01,LOT-0761,120,9948000
2025-01,WH-SMG01,LOT-0222,292,147664400
2025-01,WH-BKS01,LOT-1141,394,111305000
2025-01,WH-BKS01,LOT-0054,43,6359700
2025-01,WH-BKS01,LOT-0548,400,102640000
2025-01,WH-BKS01,LOT-0060,242,40438200
2025-01,WH-BKS01,LOT-0370,394,149168400
2025-01,WH-BKS01,LOT-0560,353,46772500
2025-01,WH-BKS01,LOT-0633,294,68766600
2025-01,WH-BKS01,LOT-0696,324,56894400
2025-01,WH-BKS01,LOT-0719,326,122967200
2025-01,WH-BKS01,LOT-0013,230,9936000
2025-01,WH-BKS01,LOT-0372,231,85031100
2025-01,WH-BKS01,LOT-0294,145,25839000
2025-01,WH-BKS01,LOT-1160,185,104025500
2025-01,WH-BKS01,LOT-0821,163,14132100
2025-01,WH-BKS01,LOT-0143,24,5436000
2025-01,WH-BKS01,LOT-0291,151,24039200
2025-01,WH-BKS01,LOT-0063,51,6400500
2025-01,WH-BKS01,LOT-0188,264,55783200
2025-01,WH-BKS01,LOT-1087,302,132608200
2025-01,WH-BKS01,LOT-0441,383,41402300
2025-01,WH-BKS01,LOT-0771,235,62792000
2025-01,WH-BKS01,LOT-0860,297,70448400
2025-01,WH-BKS01,LOT-0930,169,45461000
2025-01,WH-BKS01,LOT-0699,261,44109000
2025-01,WH-BKS01,LOT-0323,36,4366800
2025-01,WH-BKS01,LOT-0758,180,67248000
2025-01,WH-BKS01,LOT-0639,48,10910400
2025-01,WH-BKS01,LOT-0665,93,15958800
2025-01,WH-BKS01,LOT-1163,367,12404600
2025-01,WH-BKS01,LOT-0174,229,130965100
2025-01,WH-BKS01,LOT-0108,317,15945100
2025-01,WH-BKS01,LOT-0319,195,74373000
2025-01,WH-BKS01,LOT-0102,203,10779300
2025-01,WH-BKS01,LOT-0168,178,9131400
2025-01,WH-BKS01,LOT-0558,31,3999000
2025-01,WH-BKS01,LOT-0908,336,91190400
2025-01,WH-BKS01,LOT-0869,173,80566100
2025-01,WH-BKS01,LOT-0995,352,81276800
2025-01,WH-BKS01,LOT-0906,134,39449600
2025-01,WH-BKS01,LOT-0849,341,123407900
2025-01,WH-BKS01,LOT-0442,313,33678800
2025-01,WH-BKS01,LOT-1050,175,11060000
2025-01,WH-BKS01,LOT-0234,344,93361600
2025-01,WH-BKS01,LOT-0707,184,83572800
2025-01,WH-BKS01,LOT-0881,340,166226000
2025-01,WH-BKS01,LOT-0228,205,86899500
2025-01,WH-BKS01,LOT-0581,367,186215800
2025-01,WH-BKS01,LOT-0997,163,39038500
2025-01,WH-BKS01,LOT-1080,334,63326400
2025-01,WH-BKS01,LOT-0632,70,16464000
2025-01,WH-BKS01,LOT-0094,383,183686800
2025-01,WH-BKS01,LOT-0452,274,140425000
2025-01,WH-BKS01,LOT-0810,348,141496800
2025-01,WH-BKS01,LOT-0113,190,8930000
2025-01,WH-BKS01,LOT-0016,163,7220900
2025-01,WH-BKS01,LOT-0419,114,60089400
2025-01,WH-BKS01,LOT-0618,397,151931900
2025-01,WH-BKS01,LOT-0433,120,51912000
2025-01,WH-BKS01,LOT-0282,84,22461600
2025-01,WH-BKS01,LOT-0524,56,17102400
2025-01,WH-BKS01,LOT-0593,281,113748800
2025-01,WH-BKS01,LOT-0672,274,134177800
2025-01,WH-BKS01,LOT-0246,177,5628600
2025-01,WH-BKS01,LOT-1019,321,153566400
2025-01,WH-BKS01,LOT-0882,197,85714700
2025-01,WH-BKS01,LOT-0360,97,12222000
2025-01,WH-BKS01,LOT-0265,399,177794400
2025-01,WH-BKS01,LOT-0779,89,22917500
2025-01,WH-BKS01,LOT-1091,27,2265300
2025-01,WH-BKS01,LOT-0472,351,137802600
2025-01,WH-BKS01,LOT-1025,232,119526400
2025-01,WH-BKS01,LOT-1145,390,109941000
2025-01,WH-BKS01,LOT-0726,234,63156600
2025-01,WH-BKS01,LOT-0148,127,30454600
2025-01,WH-BKS01,LOT-0814,245,75509000
2025-01,WH-BKS01,LOT-0087,104,10951200
2025-01,WH-BKS01,LOT-0894,297,53163000
2025-01,WH-BKS01,LOT-0039,241,66540100
2025-01,WH-BKS01,LOT-0942,200,109500000
2025-01,WH-BKS01,LOT-0160,219,123822600
2025-01,WH-BKS01,LOT-0642,107,32217700
2025-01,WH-BKS01,LOT-1180,75,10912500
2025-01,WH-BKS01,LOT-0880,31,13038600
2025-01,WH-BKS01,LOT-1175,195,26598000
2025-01,WH-BKS01,LOT-0829,57,5204100
2025-01,WH-BKS01,LOT-0856,269,66416100
2025-01,WH-BKS01,LOT-0236,150,40170000
2025-01,WH-BKS01,LOT-0830,87,7238400
2025-01,WH-BKS01,LOT-0043,267,59407500
2025-01,WH-BKS01,LOT-0666,228,39603600
2025-01,WH-BKS01,LOT-0352,118,14832600
2025-01,WH-BKS01,LOT-0943,183,109214400
2025-01,WH-BKS01,LOT-0742,217,46503100
2025-01,WH-BKS01,LOT-0181,262,55255800
2025-01,WH-BKS01,LOT-0895,202,36238800
2025-01,WH-BKS01,LOT-0217,196,43845200
2025-01,WH-BKS01,LOT-0499,168,16716000
2025-01,WH-BKS01,LOT-0893,370,62012000
2025-01,WH-BKS01,LOT-1074,79,13035000
2025-01,WH-BKS01,LOT-0162,151,8108700
2025-01,WH-BKS01,LOT-0811,246,72766800
2025-01,WH-BKS01,LOT-0636,76,18194400
2025-01,WH-BKS01,LOT-0454,245,135828000
2025-01,WH-BKS01,LOT-0683,7,1985200
2025-01,WH-BKS01,LOT-0345,14,5223400
2025-01,WH-BKS01,LOT-0157,81,42136200
2025-01,WH-BKS01,LOT-1046,377,26729300
2025-01,WH-BKS01,LOT-1045,221,14077700
2025-01,WH-BKS01,LOT-0398,152,9408800
2025-01,WH-BKS01,LOT-0716,67,23785000
2025-01,WH-BKS01,LOT-0720,219,88432200
2025-01,WH-BKS01,LOT-0303,323,74483800
2025-01,WH-BKS01,LOT-0484,61,13712800
2025-01,WH-BKS01,LOT-0211,260,62998000
2025-01,WH-BKS01,LOT-0300,13,2336100
2025-01,WH-BKS01,LOT-0525,299,86231600
2025-01,WH-BKS01,LOT-0405,78,35068800
2025-01,WH-BKS01,LOT-0356,5,603000
2025-01,WH-BKS01,LOT-0314,128,45542400
2025-01,WH-TNG01,LOT-0176,191,108984600
2025-01,WH-TNG01,LOT-1073,388,71896400
2025-01,WH-TNG01,LOT-0739,20,10454000
2025-01,WH-TNG01,LOT-0139,316,77230400
2025-01,WH-TNG01,LOT-1078,229,36891900
2025-01,WH-TNG01,LOT-1115,39,14519700
2025-01,WH-TNG01,LOT-1040,335,36481500
2025-01,WH-TNG01,LOT-1135,201,118308600
2025-01,WH-TNG01,LOT-0042,21,5159700
2025-01,WH-TNG01,LOT-0800,352,115139200
2025-01,WH-TNG01,LOT-0963,194,83032000
2025-01,WH-TNG01,LOT-0090,395,38986500
2025-01,WH-TNG01,LOT-0793,75,24952500
2025-01,WH-TNG01,LOT-0765,208,15579200
2025-01,WH-TNG01,LOT-0520,147,34133400
2025-01,WH-TNG01,LOT-0034,63,14817600
2025-01,WH-TNG01,LOT-0732,100,56510000
2025-01,WH-TNG01,LOT-0707,203,104402900
2025-01,WH-TNG01,LOT-0494,65,5629000
2025-01,WH-TNG01,LOT-0213,138,34182600
2025-01,WH-TNG01,LOT-1192,114,35647800
2025-01,WH-TNG01,LOT-0681,151,41056900
2025-01,WH-TNG01,LOT-0274,256,84992000
